3306,グラウカ,祈りなど捨てるがよい,グレイブ・オブ・レジサイド
3307,オニオンナイトのオニオンソード,後悔したって知らないよ？,無し
3308,ティファのレザーグローブ,私、あきらめない！！,無し
3309,ノクティスの光耀の指輪,あとは任せろ,無し
3310,ファマ,ローズリップ,玻璃の荊棘
3311,風華の茨龍姫・ファマ,ローズリップ,玻璃の荊棘
3312,キングホノタン,キングスマイル,スキルレベルアップ補助・火
3313,キングミズタン,キングスマイル,スキルレベルアップ補助・水
3314,キングモクタン,キングスマイル,スキルレベルアップ補助・木
3315,キングヒカタン,キングスマイル,スキルレベルアップ補助・光
3316,キングヤミタン,キングスマイル,スキルレベルアップ補助・闇
3317,潜在たまドラ☆全パラメータ強化,無し,潜在覚醒！【全パラメータ強化】
3318,潜在たまドラ☆神キラー,無し,潜在覚醒！【神キラー】
3319,潜在たまドラ☆ドラゴンキラー,無し,潜在覚醒！【ドラゴンキラー】
3320,潜在たまドラ☆悪魔キラー,無し,潜在覚醒！【悪魔キラー】
3321,潜在たまドラ☆マシンキラー,無し,潜在覚醒！【マシンキラー】
3322,潜在たまドラ☆バランスキラー,無し,潜在覚醒！【バランスキラー】
3323,潜在たまドラ☆攻撃キラー,無し,潜在覚醒！【攻撃キラー】
3324,潜在たまドラ☆体力キラー,無し,潜在覚醒！【体力キラー】
3325,潜在たまドラ☆回復キラー,無し,潜在覚醒！【回復キラー】
3326,ティターニア,スプライトサークル,神聖樹の新葉
3327,妖精森の女王・ティターニア,スプライトサークル,神聖樹の新葉
3328,ラス,スタートリート・ランド,蛇遣の碧鋼星
3329,救蛇の鋼星医・ラス,スタートリート・ランド,蛇遣の碧鋼星
3330,異刻の黒龍喚士・ソニア,継界召龍陣・闇火命,昏龍族の神髄
3331,火の古老＝龍喚士・エルドラ,炎の英知,伝承・古龍の獄炎
3332,火古龍＝龍喚士・エルドラ,炎の英知,伝承・古龍の獄炎
3333,残紅天陽神・アテン,サンセットミステリー,天陽の焦域
3334,夜照天陽神・アテン,サンセットミステリー,天陽の冥域
3335,木の古老＝龍喚士・トーリエ,木の英知,伝承・古老の樹聖
3336,木古龍・ティンベル＆龍喚士・トーリエ,木の英知,伝承・古龍の樹聖
3337,焦陽の炎柱神・アメン,コロナスパーク,焦陽の大気
3338,炎柱の護衛神・アメン,コロナスパーク,無し
3339,制空の水柱神・ムート,イーグルフェザー,制空の鍵爪
3340,水柱の護衛神・ムート,イーグルフェザー,無し
3341,進月の地柱神・コンス,ムーンリーフ,進月の緑光
3342,地柱の護衛神・コンス,ムーンリーフ,無し
3343,夏侯惇,気炎万丈の一瞥,怒火の猛攻
3344,厳烈の猛将神・夏侯惇,気炎万丈の一瞥,怒火の猛攻
3345,甘寧,百折不撓の二矢,水際の攻勢
3346,金鈴の水兵神・甘寧,百折不撓の二矢,水際の攻勢
3347,馬超,疾風怒濤の一閃,豪勇の光輝
3348,煌槍の錦龍神・馬超,疾風怒濤の一閃,豪勇の光輝
3349,貂蝉,清風明月の唱歌,連環の密計
3350,傾国の歌姫神・貂蝉,清風明月の唱歌,連環の密計
3351,司馬懿,神出鬼没の策略,狼顧の観想
3352,鬼謀の宣王神・司馬懿,神出鬼没の策略,狼顧の観想
3353,最後の月牙天衝・黒崎一護,一瞬で終わらせてやる,無月
3354,完全虚化・黒崎一護,これは俺の戦いだ,俺ガ助ケル
3355,次の舞『白漣』・朽木ルキア,強くなればいい,心は…私が預けて戴いた…！
3356,山本元柳斎重國,仕置きが足らんようじゃの,痛恨なり
3357,護廷十三隊総隊長・山本元柳斎重國,仕置きが足らんようじゃの,万象一切灰燼と為せ『流刃若火』
3358,藍染惣右介,弱く見えるぞ,砕けろ『鏡花水月』
3359,元五番隊隊長・藍染惣右介,弱く見えるぞ,これからは私が天に立つ
3360,ウルキオラ・シファー,力の差を教えてやる,鎖せ『黒翼大魔』
3361,第4十刃・ウルキオラ・シファー,力の差を教えてやる,刀剣解放第二階層
3362,グリムジョー・ジャガージャック,気に喰わねえんだよ！！！,一匹残らず皆殺しだ
3363,第6十刃・グリムジョー・ジャガージャック,気に喰わねえんだよ！！！,軋れ『豹王』
3364,市丸ギン,君もう無理やで,射殺せ『神鎗』
3365,元三番隊隊長・市丸ギン,君もう無理やで,卍解『神殺鎗』
3366,斬魄刀・流刃若火,仕置きが足らんようじゃの,無し
3367,斬魄刀・鏡花水月,弱く見えるぞ,無し
3368,帰刃・黒翼大魔,力の差を教えてやる,無し
3369,帰刃・豹王,気に喰わねえんだよ！！！,無し
3370,獄刃の龍機神・バルディン,トライフェイス,ナイトメアソウル
3371,灼剣の龍機神・バルディン,トライフェイス,ナイトメアブラッド
3372,清杖の龍機神・バルボワ,アストレイミスト,ハーミットソウル
3373,鋼書の龍機神・バルボワ,アストレイミスト,ハーミットアイズ
3374,淡雪の白虎・ハク,聖祭七星陣,寒い…けど温かい…
3375,聖宴の龍英傑・劉備,誓いの聖火,熱き褒美をとらせようぞ！
3376,聖堂の豊麗神・フレイヤ,アースエンハンス,みんなと暖まりませんか？
3377,聖祭の夜叉姫・初芽局,贈物変化の術・火,良い子は静かに寝ててね♪
3378,聖夜の兄妹・ポルックス＆カストル,ジェミニスターロード,どうか素敵な聖夜を…
3379,聖夜の来訪者・グレモリー,スイートワード,ちょっとお邪魔しようかな
3380,聖堂の妖精・ピクシー,ジェミニスターロード,無し
3381,聖祭の警備員・火の上忍,贈物変化の術・火,無し
3382,聖堂の料理魔・パイロデーモン,スイートワード,無し
3383,転生イシス,クイックガード,聖海神の魂
3384,転生バステト,ワイルドキャッツ,愛猫神の魂
3385,転生アヌビス,ネクロバイト,冥狼神の魂
3386,転生ヤマタノオロチ,八相の暴圧,八龍神の魂
3387,転生スサノオノミコト,灼嵐の剛壁,荒嵐神の魂
3388,転生アマテラスオオカミ,神座の光明,天舞神の魂
3389,転生ツクヨミ,煌月の世界,夜月神の魂
3390,神国の魔術神・オーディン,グングニール,サイト・オブ・アスガルド
3391,賢泉の秘術神・オーディン,魔槍グングニール,サイト・オブ・ミーミル
3392,戦域の幻術神・オーディン,滅槍グングニール,サイト・オブ・ヴァルハラ
3393,レイ＆ミルスーツ,私には他になにもないもの,ミルの加護
3394,カヲル＆カーリースーツ,縁が君を導くだろう,カーリーの加護
3395,ミサト＆レイランドレス,サービス、サービスぅ♪,レイランの加護
3396,アスカ＆ヤマトタケルスーツ,つくづくウルトラバカね,ヤマトタケルの加護
3397,シンジ＆シェアトスーツ,僕はどうしたらいいの？,シェアトの加護
3398,マリ＆セレススーツ,これで行くか〜にゃっ！,セレスの加護
3399,アヤナミレイ（仮称）＆Mark.09,綾波レイならどうするの？,AAAヴンダー本来の主
3400,アヤナミレイ（仮称）＆Mark.09 覚醒後,綾波レイならどうするの？,AAAヴンダー本来の主
3401,エヴァ零号機のぬいぐるみ,私には他になにもないもの,ミルの加護
3402,Mark.06のぬいぐるみ,縁が君を導くだろう,カーリーの加護
3403,ペンペンのぬいぐるみ,サービス、サービスぅ♪,レイランの加護
3404,エヴァ2号機のぬいぐるみ,つくづくウルトラバカね,ヤマトタケルの加護
3405,エヴァ初号機のぬいぐるみ,僕はどうしたらいいの？,シェアトの加護
3406,エヴァ8号機のぬいぐるみ,これで行くか〜にゃっ！,セレスの加護
3407,天帝の子・リン,ケ〜〜〜ン！,わたしにはこの道しかない
3408,カイオウ,最後に生き残るのは!!悪!!,暗琉霏破
3409,新世紀創造主・カイオウ,最後に生き残るのは!!悪!!,暗琉天破
3410,バット,おれにまかせとけって！,よく今日まで生きてこれたなぁ
3411,北斗軍のリーダー・バット,おれにまかせとけって！,愛する女の幸せを願ってこそ男！
3412,カイオウデビドラ,最後に生き残るのは!!悪!!,無し
3413,風神,暴乱の風袋,翠角姫の雲域
3414,翠角の天鬼姫・風神,暴乱の風袋,翠角姫の雲域
3415,雷神,浄滅の雷鼓,黄角姫の雲域
3416,黄角の天鬼姫・雷神,浄滅の雷鼓,黄角姫の雲域
3417,白日の朱雀姫・レイラン,招福七星陣,素敵な事がありますように♪
3418,物見の夜月神・ツクヨミ,煌月の世界,どこを眺めておるのじゃ？
3419,参詣の星機姫・スピカ,神樹の破魔矢,今度はどこに参りましょうか
3420,かるた取りの女王・ジャンヌダルク,聖女の号令,その札はわたしませんっ！！
3421,新春の福猫・モニャコ,神樹の破魔矢,無し
3422,森川ココネ＆ジョイ,ここどこなん？,知らないワタシ
3423,流星王ギンガ,流星の皇子,覇王流星剣
3424,煌天流星王ギンガ,流星の皇子,真・覇王流星剣
3425,碧地の風龍喚士・カエデ アナザー,転化・転界逢龍陣・翠命,転化・山神龍の聖護印
3426,流星王ギンガ カード,流星の皇子,無し
3427,碧地の風龍喚士・カエデ アナザー カード,転化・転界逢龍陣・翠命,無し
3428,スーパー覚醒マシンゼウス,ビッグセイントグラビティ,SMZ1495-ゼウスアイ
3429,2体で最強の妖・うしおととら,獣の槍,オレ達は…太陽と一緒に戦っている！
3430,烈火の炎・花菱烈火,出でよ!!八竜!!!,癒やしの炎
3431,真の大妖怪・殺生丸,手加減も同情もせぬ！,爆砕牙
3432,たった一つの真実みぬく・名探偵コナン,江戸川コナン…探偵さ…,見た目は子供、頭脳は大人
3433,服部平次,この勝負、もろたで工藤!!!,オレのそばから離れんなや…
3434,西の名探偵・服部平次,この勝負、もろたで工藤!!!,命には限りがあるから大事なんや…
3435,早乙女乱馬,あかねはおれの許嫁だ!!,この場で勝負しやがれ！
3436,無差別格闘早乙女流二代目・早乙女乱馬,あかねはおれの許嫁だ!!,まとめて、後悔させてやるぜ！
3437,無差別格闘早乙女流二代目・早乙女らんま,あかねはおれの許嫁だ!!,男を捨てる気はなかったわい
3438,天道あかね,乱馬のバカー!!,あんな変態お断りよっ!!
3439,無差別格闘天道流・天道あかね,乱馬のバカー!!,いっぺん死んで来い！
3440,本田吾郎,野球界に殴り込んでやっからよ,オレもあの舞台でやってみたい!!
3441,三船東のエース・茂野吾郎,野球界に殴り込んでやっからよ,ぜってーに･･･打たせやしねーっ!!
3442,佐藤寿也,バクチじゃないさ、戦術だよ,もう打たせやしないよ…
3443,友ノ浦中の捕手・佐藤寿也,バクチじゃないさ、戦術だよ,そう…この瞬間のためにー!!!
3444,名探偵コナンの単行本2巻,この勝負、もろたで工藤!!!,無し
3445,らんま1/2の単行本1巻,あかねはおれの許嫁だ!!,無し
3446,MAJORの単行本1巻,野球界に殴り込んでやっからよ,無し
3447,火古龍のアーマーX龍喚士・アナ,炎の英知,伝承・古龍の獄炎
3448,光槍神・オーディン＝ドラゴン・嵐翼型,ドラウプニル,神界の揺籃
3449,転生インドラ,破天の雷壁,雷霆龍の魂
3450,転生ヴリトラ,深獄の一撃,暗黒龍の魂
3451,掌砂焦炎神・セト,コロナブラスト,焦炎の激情
3452,創空星雲神・ヌト,セレスティアルサイン,星雲の境界
3453,還魂冥穣神・オシリス,フォレストサイン,冥穣の摂理
3454,煌拳聖命神・ハトホル,ヘブンスプラッシュ,聖命の奔流
3455,航夜冥霊神・ネフティス,ダークテラーミスト,冥霊の遊撃
3456,魔紳士・アザゼル,ダークネスアイズ,背徳の暗翼
3457,不法の魔紳士・アザゼル,ダークネスアイズ,背徳の暗翼
3458,啓発の魔紳士・アザゼル,フォールンアイズ,魔転の白翼
3459,邪教の魔紳士・アザゼル,フォールンアイズ,魔転の白翼
3460,最強より最高・坊屋春道,オレはカラスで十分だぜ!!,まだまだだ 終わりゃしねーぞ
3461,伝説の男・林田恵,こいつに触るな…,あばよ春道…
3462,月島花,恨みっこなしな このヤロー！,おまえは変われるさ！
3463,圏外から来た男・月島花,恨みっこなしな このヤロー！,精一杯生きなきゃーなんねーんだ！
3464,花木九里虎,やるしかなかね…,朝っぱらから元気よかね〜
3465,街で最強の男・花木九里虎,やるしかなかね…,花…これがケンカバイ！
3466,武田好誠,いっぺん死んでこいコノヤロ〜,責任を果たせなくなっちまったよ
3467,五代目武装戦線頭・武田好誠,いっぺん死んでこいコノヤロ〜,約束を守った自分を誇りに思え！
3468,河内鉄生,命にかえても止めてみせるぜ！,そん時はそん時だろ！
3469,六代目武装戦線頭・河内鉄生,命にかえても止めてみせるぜ！,六代目武装はおっかねーぞ！
3470,藤代拓海,お前は哀れな男だな！,オレが止める！なんとしても…
3471,七代目武装戦線副頭・藤代拓海,お前は哀れな男だな！,オレたちが七代目武装戦線だ
3472,迫田武文,ワル者だ！,大事なのは今だ！今 戦うんだ！！
3473,鈴蘭の恐竜・迫田武文,ワル者だ！,鈴蘭なめたらいかんがな〜
3474,武藤蓮次,「急いては事を仕損じる」だぜ,花を番長にするのがオレの夢さ！
3475,花組の相談役・武藤蓮次,「急いては事を仕損じる」だぜ,一度オレとやり合ってみねーか？
3476,七代目武装戦線頭・村田将五,さー ケリつけようぜ！,それが武装のやり方でな
3477,梅星一家の花の学ラン,恨みっこなしな このヤロー！,無し
3478,九里虎のケータイ,やるしかなかね…,無し
3479,好誠のライダージャケット,いっぺん死んでこいコノヤロ〜,無し
3480,鉄生の土産の飴,命にかえても止めてみせるぜ！,無し
3481,拓海の武装戦線ジャケット,お前は哀れな男だな！,無し
3482,転生フレイ,ルーンエンハンス・火水,勝利神の魂
3483,転生イズン＆イズーナ,ルーンエンハンス・水闇,双星神の魂
3484,転生フレイヤ,ルーンエンハンス・木闇,豊麗神の魂
3485,転生トール,ルーンエンハンス・光水,雷戦神の魂
3486,転生ロキ,ルーンエンハンス・闇光,狡知神の魂
3487,転生レイラン,朱雀七星陣,朱雀神の魂
3488,転生カリン,青龍七星陣,青龍神の魂
3489,転生メイメイ,玄武七星陣,玄武神の魂
3490,転生サクヤ,麒麟乱舞,麒麟神の魂
3491,転生ハク,白虎七星陣,白虎神の魂
3492,転生アレス,レイジングブレイズ,戦軍神の魂
3493,転生ヘルメス,ドリームウォーター,商業神の魂
3494,転生アルテミス,ルナティックストーム,狩猟神の魂
3495,転生アポロン,サンライトハーモニー,光明神の魂
3496,転生ペルセポネ,ネザーワールドスター,冥府神の魂
3497,転生曹操,千古不滅の計略,武王神の魂
3498,転生孫権,画竜点睛の知見,将軍神の魂
3499,転生劉備,起死回生の好機,英傑神の魂
3500,転生大喬＆小喬,天衣無縫の挺身,双華神の魂
3501,転生アメノウズメ,快癒の鼓舞,芸女神の魂
3502,転生ウミサチヤマサチ,海神の霊玉,漁獲神の魂
3503,転生クシナダヒメ,恵愛なる護念,巫女神の魂
3504,転生イザナギ,天海の曙光,皇祖神の魂
3505,転生オオクニヌシ,国建の巧技,国造神の魂
3506,転生パンドラ,禁断の箱,冥夜神の魂
3507,転生アスタロト,レイジースマイル,予見魔の魂
3508,転生神魔王ルシファー,オブリビオンノヴァ,神魔王の魂
3509,覚醒ヤマトタケル,草薙の双神剣,神皇の豪毅
3510,覚醒アンドロメダ,蒼翠の星鎖,王女の深意
3511,覚醒ペルセウス,碧星の機鋼剣,神機の解放
3512,覚醒孫悟空,龍輪如意棒,功徳の大成
3513,救書の灰幻魔・イルミナ,グリモワールリーフ,秘匿の魔導
3514,裁槌の鋼星神・エルゲヌビ,エアロウェイク・フレア,天秤の烈鋼星
3515,浄弓の鋼星神・メリディオナリス,メテオシュート・アクア,人馬の水鋼星
3516,探訪の獄幻姫・ロミア,カオティックコール,奈落の変貌
3517,輝翼の閃龍喚士・ナヴィ,ハーモニックフェザー,エレメントスクエア
3518,獄刃の龍機工士・バーバラ,バルディンアイズ,ナイトメアサイクル
3519,掃瓶の鋼星神・クヴィア,スターリロード・フレア,宝瓶の炎鋼星
3520,怪面の魔公女・メル,ヒーリングカット,知識の強欲
3521,聖戦の記録者・ミト,クイックキュアー,戦域の達観
3522,山守神の龍巫女・モミジ,転界降龍陣・山神,碧地司の退魔灯
3523,近世の紫龍喚士・シーナ,継界召龍陣・闇光,魔龍族の真価
3524,水華の喜女神・ウルカ,オールドロップスマイル,黒天星舞踏
3525,冥星の喜女神・ウルカ,オールドロップウインク,黒流星舞踏
3526,静装の龍機博士・ジュリ,アストレイミスト,ハーミットエナジー
3527,清杖の龍機博士・ジュリ,アストレイミスト,ハーミットサイクル
3528,ソニアガチャドラ,ヒロインガチャパワー,無し
3529,レアガチャドラ,レアガチャパワー,無し
3530,ガチャドラ,友情ガチャパワー,無し
3531,覚醒ベリアル,インファナルヒート,凍獄の烈爪
3532,覚醒アモン,アモンクロス,孤高の漢道
3533,覚醒バアル,プラウドインパルス,追撃の王眼
3534,聖戦の調停者・メタトロン,クイックキュアー,聖戦の掌握
3535,神理の裁断者・メタトロン,滅魔の息吹,神格の統制
3536,浄灯の魔導姫・アルス＝ノウァ,サモンライト,魔導の鍵呪文・光火
3537,邪翔の魔導姫・ゴエティア,サモンダーク,魔導の鍵呪文・闇木
3538,賢玉龍・ネルヴァ,ネルヴァエンハンス,大龍晩成！
3539,灼羽の大賢龍・ネルヴァ,ネルヴァエンハンス,爆炎の魔導力
3540,賢玉龍・メルクリア,メルクリアエンハンス,大龍晩成！
3541,海角の大賢龍・メルクリア,メルクリアエンハンス,氷塊の魔導力
3542,賢玉龍・バッケス,バッケスエンハンス,大龍晩成！
3543,峰角の大賢龍・バッケス,バッケスエンハンス,霊峰の魔導力
3544,賢玉龍・アポルォ,アポルォエンハンス,大龍晩成！
3545,陽輪の大賢龍・アポルォ,アポルォエンハンス,陽光の魔導力
3546,賢玉龍・ディエナ,ディエナエンハンス,大龍晩成！
3547,月角の大賢龍・ディエナ,ディエナエンハンス,月光の魔導力
3548,煌炎剣の勇士・クラウソラス,クラウソラスの光,煌炎の名剣術
3549,麗湖剣の勇士・アロンダイト,アロンダイトの光,麗湖の名剣術
3550,雷石剣の勇士・カラドボルグ,カラドボルグの光,雷石の名剣術
3551,陰陽剣の勇士・干将莫耶,干将莫耶の陰,陰陽の名剣術
3552,樹霊槍の勇士・ミストルテイン,ミストルテインの風,樹霊の名槍術
3553,時代の選びし者・緋村剣心,飛天御剣流奥義 天翔龍閃,死ぬわけにはいかない!!
3554,壬生の狼・斎藤一,牙突,阿呆が!!
3555,新津覚之進,飛天御剣流 九頭龍閃,剣は凶器 剣術は殺人術
3556,比古清十郎,飛天御剣流 九頭龍閃,そんなに俺が怖いのか
3557,柏崎念至,円殺轟鉤棍,用件はなんじゃ
3558,隠密御庭番衆翁・柏崎念至,円殺轟鉤棍,潰させてもらうぞ
3559,駒形由美,由美・愛の形,どうか 御自愛を―…
3560,”夜伽”・駒形由美,由美・愛の形,もう いいでしょ!!
3561,鵜堂刃衛,心の一方,うふわはは！
3562,黒笠・鵜堂刃衛,心の一方,我…最強なり！
3563,新津覚之進の陶芸作品,飛天御剣流 九頭龍閃,無し
3564,鋼鉄製の鉤棍,円殺轟鉤棍,無し
3565,山神の風龍喚士・カエデ,転界逢龍陣・翠命,神山の聖護符
3566,木古龍のアーマーX龍喚士・アナ,木の英知,伝承・古龍装の樹聖
3567,クロガネマル,ゲンエイモード,シノビブラッドエナジー
3568,影機王・クロガネマル,ゲンエイモード,シノビブラッドエナジー
3569,救炎の星天使・ロズエル,癒しの聖歌,進撃の主導
3570,天測の星天使・ファミエル,神水の聖歌,決起の主導
3571,旋掌の星天使・リュエル,超力の聖歌,魔撃の主導
3572,闘光の星天使・アリエル,光導の聖歌,退魔の主導
3573,響杖の星天使・ルミエル,討魔の聖歌,魔召の主導
3574,天焦の五龍喚士・ディアラ,ブレイズヴィジョン,第五の龍覚印
3575,干潮の八龍喚士・グラト,アビスヴィジョン,第八の龍覚印・海
3576,変転の七龍喚士・ウォレス,カメレオンヴィジョン,第七の龍覚印
3577,満潮の八龍喚士・アムネル,シャインヴィジョン,第八の龍覚印・天
3578,滅火の九龍喚士・エナ,ヘルブレイズヴィジョン,第九の龍覚印
3579,5周年記念たまドラ,5周年記念たまぁ！,能力覚醒！
3580,天魔の月龍喚士・サツキ,転界逢龍舞・紫空,天魔の龍護符
3581,明時の月龍喚士・サツキ,転界逢龍舞・紫空,天魔の聖護符
3582,滅棒の星機神・デネボラ,スターダスト・フレア,獅子の機打星
3583,煉弾の星機神・デネボラ,スターダスト・フレア,獅子の焦機星
3584,紅鋏の星機神・アクベンス,スターダスト・アクア,巨蟹の機栽星
3585,刃鋏の星機神・アクベンス,スターダスト・アクア,巨蟹の海機星
3586,瞬刀の星機神・アルゲディ,スターダスト・ランド,磨羯の機斬星
3587,双刀の星機神・アルゲディ,スターダスト・ランド,磨羯の風機星
3588,微睡の星機神・アルキオネ,メテオチャージ・ライト,金牛の日機星
3589,陽気の星機神・アルキオネ,メテオチャージ・ライト,金牛の機昂星
3590,想鎌の星機神・ハマル,メテオチャージ・ダーク,白羊の月機星
3591,夢鋏の星機神・ハマル,メテオチャージ・ダーク,白羊の機断星
3592,覚醒クリシュナ,アグニロード,天火飼のチャクラ
3593,覚醒サラスヴァティ,アプロード,清龍湖の孔雀
3594,覚醒ヴィシュヌ,ダルマロード,創界神の地力
3595,覚醒ガネーシャ,障害除去の知恵,商売の美学
3596,覚醒ドゥルガー,神器の狂乱舞,四源の霊刃
3597,冥翼機・デモニアス,ノイズ・オブ・ヘル,ディザスターエナジー
3598,闇の星壊機・デスファリオン,ノイズ・オブ・ヘル,ディザスターエナジー
3599,エノク,敬虔な祈り,裁きの預言
3600,天界の書記官・エノク,敬虔な祈り,裁きの預言
3601,白光炎隼神のアーマー・ネッキー,ファミ通の天眼,ファミ通の急襲
3602,アメノミナカヌシ,あまねく光る遊星,始原の天象
3603,静謐の天央神・アメノミナカヌシ,あまねく光る遊星,始原の天象
3604,エルザ,私の全てを強さにかえて討つ!!!!,妖刀紅桜
3605,ナツ,運命なんか焼き消してやる!!!!,オレたちでチームを組もう!!!
3606,火竜・ナツ,運命なんか焼き消してやる!!!!,火竜の鉄拳
3607,ルーシィ,我‥星霊界との道をつなぐ者,一緒に戦うのがあたしのスタイル
3608,メリオダス,それがお前の罪だぜ,全反撃
3609,憤怒の罪・メリオダス,それがお前の罪だぜ,魔神化
3610,エリザベス,この人を信じます,<豚の帽子>亭の看板娘
3611,サクラ,きっと未来に繋がるから,記憶の羽根
3612,玖楼国の姫・サクラ,きっと未来に繋がるから,神の愛娘
3613,小狼,絶対 死なせない！,緋炎
3614,パイ,儂と共に生きよ!!,行くよ!! フェイオー!!
3615,三只眼,儂と共に生きよ!!,図に乗るな!!下衆が!!
3616,藤井八雲,八雲の名において命ずる!!,出でよ土爪!!
3617,陸奥九十九,門があいちまったな,陸奥圓明流古武術
3618,陸奥圓明流継承者・陸奥九十九,門があいちまったな,陸奥圓明流奥義 龍破
3619,龍造寺舞子,ほんっとにバカなんだから,神武館館長の孫娘
3620,不破北斗,人は不死身ではありえない‥‥,不破圓明流奥義 神威
3621,不破圓明流継承者・不破北斗,人は不死身ではありえない‥‥,不破圓明流奥義 神威
3622,ベナレス,出直してくるがよい!!,鬼眼王の“无”
3623,龍皇・ベナレス,出直してくるがよい!!,鬼眼王の“无”
3624,飛王・リード,傀儡の分際で！,死の刻印
3625,魔術師・飛王・リード,傀儡の分際で！,死の刻印
3626,ヘンドリクセン,黒雪,たいした男だ‥‥‥
3627,聖騎士長・ヘンドリクセン,黒雪,たいした男だ‥‥‥
3628,アクノロギア,貴様を我が敵と認識,我が望みは全ての破壊
3629,時代の終わりを告げる黒き竜・アクノロギア,貴様を我が敵と認識,我が望みは全ての破壊
3630,白紙の本,無し,無し
3631,コラボマガジン,マガジンオールスターズの創刊,マガジンオールスターズ
3632,FAIRY TAILの単行本1巻,運命なんか焼き消してやる!!!!,無し
3633,七つの大罪の単行本1巻,それがお前の罪だぜ,無し
3634,ツバサの単行本1巻,きっと未来に繋がるから,無し
3635,3×3EYESの単行本1巻,儂と共に生きよ!!,無し
3636,修羅の門の単行本1巻,門があいちまったな,無し
3637,クトゥルフ,狂おしき夢見,古海の怪異
3638,悪夢なるもの・クトゥルフ,狂おしき夢見,古海の怪異
3639,ニャルラトホテプ,這い寄る混沌,蠢土の怪異
3640,無貌なるもの・ニャルラトホテプ,這い寄る混沌,蠢土の怪異
3641,アザトース,沸き立つ混沌,不浄の怪異
3642,無形なるもの・アザトース,沸き立つ混沌,不浄の怪異
3643,クトゥグア,降り立つ狂気,活火の怪異
3644,狂炎なるもの・クトゥグア,降り立つ狂気,活火の怪異
3645,ヨグ＝ソトース,溢れ出す知識,眩耀の怪異
3646,彼方なるもの・ヨグ＝ソトース,溢れ出す知識,眩耀の怪異
3647,図書室の監督神・カーリー,オールドロップブースト,ちょっと手伝ってくれる？
3648,学園の暴れ龍・ヤマタノオロチ,八相の暴圧,どかんかい！
3649,嵐の転校生・スサノオノミコト,鉄壁の構え,俺が相手してやるよ
3650,料理部の新鋭・ハトホル,ヘブンスプラッシュ,愛情こめてつくろうねっ♪
3651,剣道部の主将・不動明王,除災招福の神力,さあ、かかってくるがよい
3652,リオレウス,3連炎ブレス,空の王者
3653,リオレイア,サマーソルト尻尾攻撃,陸の女王
3654,キリン,落雷突進,白き霊獣
3655,ティガレックス,突進,怒りの絶対強者
3656,ナルガクルガ,尻尾たたき付け,漆黒の影
3657,アマツマガツチ,大竜巻,嵐の化身
3658,ディノバルド,尻尾砥ぎ,灼熱の刃
3659,ガムート,踏みならし,不動の山神
3660,ライゼクス,電気ブレス,電の反逆者
3661,タマミツネ,泡ブレス,妖艶なる舞
3662,バルファルク,彗星,銀翼の凶星
3663,鏖魔ディアブロス,狂暴走水蒸気爆発,鏖殺の暴君
3664,火竜の重殻,回転斬り,無し
3665,火竜の靭尾,回転斬り,無し
3666,火竜の剛翼爪,3連炎ブレス,無し
3667,雌火竜の秘棘,サマーソルト尻尾攻撃,無し
3668,キリンの特上皮,鬼人化,無し
3669,キリンの靭雷尾,鬼人化,無し
3670,キリンの剛蒼角,落雷突進,無し
3671,轟竜の重牙,突進,無し
3672,迅竜の豪黒毛,曲射,無し
3673,迅竜の剛刃翼,曲射,無し
3674,迅竜の重牙,尻尾たたき付け,無し
3675,嵐龍の重殻,大竜巻,無し
3676,斬竜の厚鱗,溜め攻撃,無し
3677,赤熱した熔炉嚢,溜め攻撃,無し
3678,斬竜の重牙,尻尾砥ぎ,無し
3679,巨獣の重殻,踏みならし,無し
3680,電竜の重棘殻,電気ブレス,無し
3681,泡狐竜の厚鱗,気刃斬り,無し
3682,泡狐竜の剛爪,気刃斬り,無し
3683,泡狐竜の紫剛毛,泡ブレス,無し
3684,天彗龍の大背尖甲,彗星,無し
3685,鏖魔の重殻,溜め斬り,無し
3686,鏖魔の重甲,溜め斬り,無し
3687,鏖魔の凄惨な角,狂暴走水蒸気爆発,無し
3688,砲瓶の鋼星神・シェアト,スターウェイク・アクア,宝瓶の蒼鋼星
3689,警瓶の鋼星神・シェアト,スターウェイク・アクア,宝瓶の晶鋼星
3690,稲姫,勇武姫の祈念,結び雁金の護紋
3691,覚醒稲姫,勇武姫の威烈,結び雁金の護紋
3692,ねね,寛仁姫の祈念,五三桐の護紋
3693,覚醒ねね,寛仁姫の助勢,五三桐の護紋
3694,お市,賢徳姫の祈念,木瓜の護紋
3695,覚醒お市,賢徳姫の仁慈,木瓜の護紋
3696,立花ぎん千代,豪傑姫の祈念,立花守の護紋
3697,覚醒立花ぎん千代,豪傑姫の雷切,立花守の護紋
3698,濃姫,妖美姫の祈念,揚羽蝶の護紋
3699,覚醒濃姫,妖美姫の艶笑,揚羽蝶の護紋
3700,潜在たまドラ☆HP強化＋,無し,潜在覚醒！【HP強化＋】
3701,潜在たまドラ☆攻撃強化＋,無し,潜在覚醒！【攻撃強化＋】
3702,潜在たまドラ☆回復強化＋,無し,潜在覚醒！【回復強化＋】
3703,潜在たまドラ☆操作時間延長＋,無し,潜在覚醒！【操作時間延長＋】
3704,ハンター♂,回復薬,無し
3705,ハンター♂・レウスX装備,回転斬り,攻撃力UP【大】
